"state","metric","year","total"
"West Virginia","Probation Violation Admissions","2020",484
"West Virginia","Probation New Offense Violation Admissions","2020",6
"West Virginia","Probation Technical Violation Admissions","2020",478
"West Virginia","Parole Violation Admissions","2020",1086
"West Virginia","Parole New Offense Violation Admissions","2020",406
"West Virginia","Parole Technical Violation Admissions","2020",680
"West Virginia","Total Population","2020",6044
"West Virginia","Supervision Violation Population","2020",670
"West Virginia","Probation Violation Population","2020",670
"West Virginia","Probation New Offense Violation Population","2020",79
"West Virginia","Probation Technical Violation Population","2020",591
"West Virginia","Parole Violation Population","2020",NA
"West Virginia","Parole New Offense Violation Population","2020",NA
"West Virginia","Parole Technical Violation Population","2020",NA
"West Virginia","Total Admissions","2021",3085
"West Virginia","Supervision Violation Admissions","2021",1365
"West Virginia","Probation Violation Admissions","2021",303
"West Virginia","Probation New Offense Violation Admissions","2021",171
"West Virginia","Probation Technical Violation Admissions","2021",132
"West Virginia","Parole Violation Admissions","2021",1062
"West Virginia","Parole New Offense Violation Admissions","2021",466
"West Virginia","Parole Technical Violation Admissions","2021",596
"West Virginia","Total Population","2021",5845
"West Virginia","Supervision Violation Population","2021",663
"West Virginia","Probation Violation Population","2021",663
"West Virginia","Probation New Offense Violation Population","2021",192
"West Virginia","Probation Technical Violation Population","2021",471
"West Virginia","Parole Violation Population","2021",NA
"West Virginia","Parole New Offense Violation Population","2021",NA
"West Virginia","Parole Technical Violation Population","2021",NA
"Wisconsin","Total Admissions","2018",9355
"Wisconsin","Supervision Violation Admissions","2018",6534
"Wisconsin","Probation Violation Admissions","2018",2714
"Wisconsin","Probation New Offense Violation Admissions","2018",1083
"Wisconsin","Probation Technical Violation Admissions","2018",1631
"Wisconsin","Parole Violation Admissions","2018",3820
"Wisconsin","Parole New Offense Violation Admissions","2018",1357
"Wisconsin","Parole Technical Violation Admissions","2018",2463
"Wisconsin","Total Population","2018",23462
"Wisconsin","Supervision Violation Population","2018",11973
"Wisconsin","Probation Violation Population","2018",4812
"Wisconsin","Probation New Offense Violation Population","2018",2882
"Wisconsin","Probation Technical Violation Population","2018",1930
"Wisconsin","Parole Violation Population","2018",7161
"Wisconsin","Parole New Offense Violation Population","2018",4053
"Wisconsin","Parole Technical Violation Population","2018",3108
"Wisconsin","Total Admissions","2019",9275
"Wisconsin","Supervision Violation Admissions","2019",6400
"Wisconsin","Probation Violation Admissions","2019",2455
"Wisconsin","Probation New Offense Violation Admissions","2019",1022
"Wisconsin","Probation Technical Violation Admissions","2019",1433
"Wisconsin","Parole Violation Admissions","2019",3945
"Wisconsin","Parole New Offense Violation Admissions","2019",1508
"Wisconsin","Parole Technical Violation Admissions","2019",2437
"Wisconsin","Total Population","2019",23454
"Wisconsin","Supervision Violation Population","2019",11841
"Wisconsin","Probation Violation Population","2019",4583
"Wisconsin","Probation New Offense Violation Population","2019",2805
"Wisconsin","Probation Technical Violation Population","2019",1778
"Wisconsin","Parole Violation Population","2019",7258
"Wisconsin","Parole New Offense Violation Population","2019",4115
"Wisconsin","Parole Technical Violation Population","2019",3143
"Wisconsin","Total Admissions","2020",5396
"Wisconsin","Supervision Violation Admissions","2020",3959
"Wisconsin","Probation Violation Admissions","2020",1398
"Wisconsin","Probation New Offense Violation Admissions","2020",596
"Wisconsin","Probation Technical Violation Admissions","2020",802
"Wisconsin","Parole Violation Admissions","2020",2561
"Wisconsin","Parole New Offense Violation Admissions","2020",958
"Wisconsin","Parole Technical Violation Admissions","2020",1603
"Wisconsin","Total Population","2020",20011
"Wisconsin","Supervision Violation Population","2020",9826
"Wisconsin","Probation Violation Population","2020",3613
"Wisconsin","Probation New Offense Violation Population","2020",2293
"Wisconsin","Probation Technical Violation Population","2020",1320
"Wisconsin","Parole Violation Population","2020",6213
"Wisconsin","Parole New Offense Violation Population","2020",3598
"Wisconsin","Parole Technical Violation Population","2020",2615
"Wisconsin","Total Admissions","2021",6919
"Wisconsin","Supervision Violation Admissions","2021",4474
"Wisconsin","Probation Violation Admissions","2021",1560
"Wisconsin","Probation New Offense Violation Admissions","2021",757
"Wisconsin","Probation Technical Violation Admissions","2021",803
"Wisconsin","Parole Violation Admissions","2021",2914
"Wisconsin","Parole New Offense Violation Admissions","2021",1138
"Wisconsin","Parole Technical Violation Admissions","2021",1776
"Wisconsin","Total Population","2021",19975
"Wisconsin","Supervision Violation Population","2021",9678
"Wisconsin","Probation Violation Population","2021",3535
"Wisconsin","Probation New Offense Violation Population","2021",2229
"Wisconsin","Probation Technical Violation Population","2021",1306
"Wisconsin","Parole Violation Population","2021",6143
"Wisconsin","Parole New Offense Violation Population","2021",3490
"Wisconsin","Parole Technical Violation Population","2021",2653
"Wyoming","Total Admissions","2018",1062
"Wyoming","Supervision Violation Admissions","2018",489
"Wyoming","Probation Violation Admissions","2018",232
"Wyoming","Probation New Offense Violation Admissions","2018",32
"Wyoming","Probation Technical Violation Admissions","2018",200
"Wyoming","Parole Violation Admissions","2018",257
"Wyoming","Parole New Offense Violation Admissions","2018",26
"Wyoming","Parole Technical Violation Admissions","2018",231
"Wyoming","Total Population","2018",2570
"Wyoming","Supervision Violation Population","2018",762
"Wyoming","Probation Violation Population","2018",514
"Wyoming","Probation New Offense Violation Population","2018",86
"Wyoming","Probation Technical Violation Population","2018",428
"Wyoming","Parole Violation Population","2018",248
"Wyoming","Parole New Offense Violation Population","2018",62
"Wyoming","Parole Technical Violation Population","2018",174
"Wyoming","Total Admissions","2019",949
"Wyoming","Supervision Violation Admissions","2019",528
"Wyoming","Probation Violation Admissions","2019",276
"Wyoming","Probation New Offense Violation Admissions","2019",50
"Wyoming","Probation Technical Violation Admissions","2019",226
"Wyoming","Parole Violation Admissions","2019",252
"Wyoming","Parole New Offense Violation Admissions","2019",46
"Wyoming","Parole Technical Violation Admissions","2019",206
"Wyoming","Total Population","2019",2506
"Wyoming","Supervision Violation Population","2019",772
"Wyoming","Probation Violation Population","2019",530
"Wyoming","Probation New Offense Violation Population","2019",108
"Wyoming","Probation Technical Violation Population","2019",422
"Wyoming","Parole Violation Population","2019",242
"Wyoming","Parole New Offense Violation Population","2019",76
"Wyoming","Parole Technical Violation Population","2019",154
"Wyoming","Total Admissions","2020",723
"Wyoming","Supervision Violation Admissions","2020",336
"Wyoming","Probation Violation Admissions","2020",195
"Wyoming","Probation New Offense Violation Admissions","2020",46
"Wyoming","Probation Technical Violation Admissions","2020",149
"Wyoming","Parole Violation Admissions","2020",141
"Wyoming","Parole New Offense Violation Admissions","2020",25
"Wyoming","Parole Technical Violation Admissions","2020",116
"Wyoming","Total Population","2020",2119
"Wyoming","Supervision Violation Population","2020",557
"Wyoming","Probation Violation Population","2020",390
"Wyoming","Probation New Offense Violation Population","2020",102
"Wyoming","Probation Technical Violation Population","2020",288
"Wyoming","Parole Violation Population","2020",167
"Wyoming","Parole New Offense Violation Population","2020",69
"Wyoming","Parole Technical Violation Population","2020",87
"Wyoming","Total Admissions","2021",822
"Wyoming","Supervision Violation Admissions","2021",389
"Wyoming","Probation Violation Admissions","2021",227
"Wyoming","Probation New Offense Violation Admissions","2021",57
"Wyoming","Probation Technical Violation Admissions","2021",170
"Wyoming","Parole Violation Admissions","2021",162
"Wyoming","Parole New Offense Violation Admissions","2021",31
"Wyoming","Parole Technical Violation Admissions","2021",131
"Wyoming","Total Population","2021",2156
"Wyoming","Supervision Violation Population","2021",585
"Wyoming","Probation Violation Population","2021",393
"Wyoming","Probation New Offense Violation Population","2021",110
"Wyoming","Probation Technical Violation Population","2021",283
"Wyoming","Parole Violation Population","2021",192
"Wyoming","Parole New Offense Violation Population","2021",65
"Wyoming","Parole Technical Violation Population","2021",117
